study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJNA255796	SAMN02929047	SRX658405	SRR1521866	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1521866/SRR1521866.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/006/SRR1521866	GSM1441300	H3K4me1_CLP.ucsc
PRJNA255796	SAMN02929047	SRX658405	SRR1521867	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1521867/SRR1521867.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1521867	GSM1441300	H3K4me1_CLP.ucsc
PRJNA255796	SAMN02929047	SRX658405	SRR1521868	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1521868/SRR1521868.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1521868	GSM1441300	H3K4me1_CLP.ucsc
PRJNA255796	SAMN02929047	SRX658405	SRR1521869	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1521869/SRR1521869.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/009/SRR1521869	GSM1441300	H3K4me1_CLP.ucsc
PRJNA255796	SAMN02929048	SRX658406	SRR1521870	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1521870/SRR1521870.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1521870	GSM1441301	H3K4me2_LT_HSC.ucsc
PRJNA255796	SAMN02929048	SRX658406	SRR1521871	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1521871/SRR1521871.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1521871	GSM1441301	H3K4me2_LT_HSC.ucsc
PRJNA255796	SAMN02929049	SRX658407	SRR1521872	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1521872/SRR1521872.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1521872	GSM1441302	H3K4me2_ST_HSC.ucsc
PRJNA255796	SAMN02929049	SRX658407	SRR1521873	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1521873/SRR1521873.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/003/SRR1521873	GSM1441302	H3K4me2_ST_HSC.ucsc
PRJNA255796	SAMN02929049	SRX658407	SRR1521874	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1521874/SRR1521874.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/004/SRR1521874	GSM1441302	H3K4me2_ST_HSC.ucsc
PRJNA255796	SAMN02929050	SRX658408	SRR1521875	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1521875/SRR1521875.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1521875	GSM1441303	H3K4me2_MPP.ucsc
PRJNA255796	SAMN02929050	SRX658408	SRR1521876	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1521876/SRR1521876.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/006/SRR1521876	GSM1441303	H3K4me2_MPP.ucsc
PRJNA255796	SAMN02929050	SRX658408	SRR1521877	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1521877/SRR1521877.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1521877	GSM1441303	H3K4me2_MPP.ucsc
PRJNA255796	SAMN02929051	SRX658409	SRR1521878	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1521878/SRR1521878.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1521878	GSM1441304	H3K4me2_CMP.ucsc
PRJNA255796	SAMN02929051	SRX658409	SRR1521879	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1521879/SRR1521879.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/009/SRR1521879	GSM1441304	H3K4me2_CMP.ucsc
PRJNA255796	SAMN02929051	SRX658409	SRR1521880	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1521880/SRR1521880.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1521880	GSM1441304	H3K4me2_CMP.ucsc
PRJNA255796	SAMN02929054	SRX658410	SRR1521881	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1521881/SRR1521881.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1521881	GSM1441305	H3K4me2_GMP.ucsc
PRJNA255796	SAMN02929054	SRX658410	SRR1521882	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1521882/SRR1521882.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1521882	GSM1441305	H3K4me2_GMP.ucsc
PRJNA255796	SAMN02929054	SRX658410	SRR1521883	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1521883/SRR1521883.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/003/SRR1521883	GSM1441305	H3K4me2_GMP.ucsc
PRJNA255796	SAMN02929055	SRX658411	SRR1521884	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1521884/SRR1521884.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/004/SRR1521884	GSM1441306	H3K4me2_MEP.ucsc
PRJNA255796	SAMN02929055	SRX658411	SRR1521885	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1521885/SRR1521885.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1521885	GSM1441306	H3K4me2_MEP.ucsc
PRJNA255796	SAMN02929056	SRX658412	SRR1521886	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1521886/SRR1521886.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/006/SRR1521886	GSM1441307	H3K4me2_EryA.ucsc
PRJNA255796	SAMN02929057	SRX658413	SRR1521887	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1521887/SRR1521887.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1521887	GSM1441308	H3K4me2_EryB.ucsc
PRJNA255796	SAMN02929058	SRX658414	SRR1521888	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1521888/SRR1521888.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1521888	GSM1441309	H3K4me2_GN.ucsc
PRJNA255796	SAMN02929058	SRX658414	SRR1521889	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1521889/SRR1521889.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/009/SRR1521889	GSM1441309	H3K4me2_GN.ucsc
PRJNA255796	SAMN02929059	SRX658415	SRR1521890	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1521890/SRR1521890.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1521890	GSM1441310	H3K4me2_Mono.ucsc
PRJNA255796	SAMN02929059	SRX658415	SRR1521891	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1521891/SRR1521891.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1521891	GSM1441310	H3K4me2_Mono.ucsc
PRJNA255796	SAMN02929059	SRX658415	SRR1521892	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1521892/SRR1521892.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1521892	GSM1441310	H3K4me2_Mono.ucsc
PRJNA255796	SAMN02929060	SRX658416	SRR1521893	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1521893/SRR1521893.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/003/SRR1521893	GSM1441311	H3K4me2_MF.ucsc
PRJNA255796	SAMN02929060	SRX658416	SRR1521894	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1521894/SRR1521894.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/004/SRR1521894	GSM1441311	H3K4me2_MF.ucsc
PRJNA255796	SAMN02929060	SRX658416	SRR1521895	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1521895/SRR1521895.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1521895	GSM1441311	H3K4me2_MF.ucsc
PRJNA255796	SAMN02929061	SRX658417	SRR1521896	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1521896/SRR1521896.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/006/SRR1521896	GSM1441312	H3K4me2_B.ucsc
PRJNA255796	SAMN02929061	SRX658417	SRR1521897	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1521897/SRR1521897.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1521897	GSM1441312	H3K4me2_B.ucsc
PRJNA255796	SAMN02929062	SRX658418	SRR1521898	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1521898/SRR1521898.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1521898	GSM1441313	H3K4me2_NK.ucsc
PRJNA255796	SAMN02929062	SRX658418	SRR1521899	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1521899/SRR1521899.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/009/SRR1521899	GSM1441313	H3K4me2_NK.ucsc
PRJNA255796	SAMN02929063	SRX658419	SRR1521900	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1521900/SRR1521900.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1521900	GSM1441314	H3K4me2_CLP.ucsc
PRJNA255796	SAMN02929063	SRX658419	SRR1521901	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1521901/SRR1521901.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1521901	GSM1441314	H3K4me2_CLP.ucsc
PRJNA255796	SAMN02929063	SRX658419	SRR1521902	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1521902/SRR1521902.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1521902	GSM1441314	H3K4me2_CLP.ucsc
PRJNA255796	SAMN02929063	SRX658419	SRR1521903	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1521903/SRR1521903.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/003/SRR1521903	GSM1441314	H3K4me2_CLP.ucsc
PRJNA255796	SAMN02929064	SRX658420	SRR1521904	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1521904/SRR1521904.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/004/SRR1521904	GSM1441315	H3K4me2_CD4.ucsc
PRJNA255796	SAMN02929064	SRX658420	SRR1521905	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1521905/SRR1521905.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1521905	GSM1441315	H3K4me2_CD4.ucsc
PRJNA255796	SAMN02929064	SRX658420	SRR1521906	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1521906/SRR1521906.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/006/SRR1521906	GSM1441315	H3K4me2_CD4.ucsc
PRJNA255796	SAMN02929065	SRX658421	SRR1521907	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1521907/SRR1521907.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1521907	GSM1441316	H3K4me2_CD8.ucsc
PRJNA255796	SAMN02929065	SRX658421	SRR1521908	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1521908/SRR1521908.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1521908	GSM1441316	H3K4me2_CD8.ucsc
PRJNA255796	SAMN02929065	SRX658421	SRR1521909	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1521909/SRR1521909.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/009/SRR1521909	GSM1441316	H3K4me2_CD8.ucsc
PRJNA255796	SAMN02929066	SRX658422	SRR1521910	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1521910/SRR1521910.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1521910	GSM1441317	H3K4me3_LT_HSC.ucsc
PRJNA255796	SAMN02929067	SRX658423	SRR1521911	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1521911/SRR1521911.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1521911	GSM1441318	H3K4me3_ST_HSC.ucsc
PRJNA255796	SAMN02929067	SRX658423	SRR1521912	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1521912/SRR1521912.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1521912	GSM1441318	H3K4me3_ST_HSC.ucsc
PRJNA255796	SAMN02929068	SRX658424	SRR1521913	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1521913/SRR1521913.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/003/SRR1521913	GSM1441319	H3K4me3_MPP.ucsc
PRJNA255796	SAMN02929069	SRX658425	SRR1521914	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1521914/SRR1521914.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/004/SRR1521914	GSM1441320	H3K4me3_CMP.ucsc
PRJNA255796	SAMN02929069	SRX658425	SRR1521915	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1521915/SRR1521915.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1521915	GSM1441320	H3K4me3_CMP.ucsc
PRJNA255796	SAMN02929069	SRX658425	SRR1521916	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1521916/SRR1521916.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/006/SRR1521916	GSM1441320	H3K4me3_CMP.ucsc
PRJNA255796	SAMN02929069	SRX658425	SRR1521917	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1521917/SRR1521917.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1521917	GSM1441320	H3K4me3_CMP.ucsc
PRJNA255796	SAMN02929070	SRX658426	SRR1521918	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1521918/SRR1521918.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1521918	GSM1441321	H3K4me3_GMP.ucsc
PRJNA255796	SAMN02929070	SRX658426	SRR1521919	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1521919/SRR1521919.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/009/SRR1521919	GSM1441321	H3K4me3_GMP.ucsc
PRJNA255796	SAMN02929070	SRX658426	SRR1521920	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1521920/SRR1521920.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1521920	GSM1441321	H3K4me3_GMP.ucsc
PRJNA255796	SAMN02929071	SRX658427	SRR1521921	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1521921/SRR1521921.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1521921	GSM1441322	H3K4me3_MEP.ucsc
PRJNA255796	SAMN02929071	SRX658427	SRR1521922	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1521922/SRR1521922.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1521922	GSM1441322	H3K4me3_MEP.ucsc
PRJNA255796	SAMN02929072	SRX658428	SRR1521923	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1521923/SRR1521923.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/003/SRR1521923	GSM1441323	H3K4me3_EryA.ucsc
PRJNA255796	SAMN02929073	SRX658429	SRR1521924	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1521924/SRR1521924.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/004/SRR1521924	GSM1441324	H3K4me3_EryB.ucsc
PRJNA255796	SAMN02929074	SRX658430	SRR1521925	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1521925/SRR1521925.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1521925	GSM1441325	H3K4me3_GN.ucsc
PRJNA255796	SAMN02929074	SRX658430	SRR1521926	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1521926/SRR1521926.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/006/SRR1521926	GSM1441325	H3K4me3_GN.ucsc
PRJNA255796	SAMN02929075	SRX658431	SRR1521927	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1521927/SRR1521927.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1521927	GSM1441326	H3K4me3_Mono.ucsc
PRJNA255796	SAMN02929075	SRX658431	SRR1521928	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1521928/SRR1521928.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1521928	GSM1441326	H3K4me3_Mono.ucsc
PRJNA255796	SAMN02929075	SRX658431	SRR1521929	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1521929/SRR1521929.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/009/SRR1521929	GSM1441326	H3K4me3_Mono.ucsc
PRJNA255796	SAMN02929075	SRX658431	SRR1521930	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1521930/SRR1521930.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1521930	GSM1441326	H3K4me3_Mono.ucsc
PRJNA255796	SAMN02929076	SRX658432	SRR1521931	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1521931/SRR1521931.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1521931	GSM1441327	H3K4me3_MF.ucsc
PRJNA255796	SAMN02929076	SRX658432	SRR1521932	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1521932/SRR1521932.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1521932	GSM1441327	H3K4me3_MF.ucsc
PRJNA255796	SAMN02929076	SRX658432	SRR1521933	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1521933/SRR1521933.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/003/SRR1521933	GSM1441327	H3K4me3_MF.ucsc
PRJNA255796	SAMN02929076	SRX658432	SRR1521934	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1521934/SRR1521934.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/004/SRR1521934	GSM1441327	H3K4me3_MF.ucsc
PRJNA255796	SAMN02929077	SRX658433	SRR1521935	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1521935/SRR1521935.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1521935	GSM1441328	H3K4me3_B.ucsc
PRJNA255796	SAMN02929077	SRX658433	SRR1521936	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1521936/SRR1521936.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/006/SRR1521936	GSM1441328	H3K4me3_B.ucsc
PRJNA255796	SAMN02929014	SRX658434	SRR1521937	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1521937/SRR1521937.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1521937	GSM1441329	H3K4me3_CD4.ucsc
PRJNA255796	SAMN02929014	SRX658434	SRR1521938	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1521938/SRR1521938.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1521938	GSM1441329	H3K4me3_CD4.ucsc
PRJNA255796	SAMN02929015	SRX658435	SRR1521939	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1521939/SRR1521939.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/009/SRR1521939	GSM1441330	H3K4me3_CD8.ucsc
PRJNA255796	SAMN02929015	SRX658435	SRR1521940	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1521940/SRR1521940.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1521940	GSM1441330	H3K4me3_CD8.ucsc
PRJNA255796	SAMN02929016	SRX658436	SRR1521941	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1521941/SRR1521941.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1521941	GSM1441331	H3K4me3_NK.ucsc
PRJNA255796	SAMN02929016	SRX658436	SRR1521942	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1521942/SRR1521942.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1521942	GSM1441331	H3K4me3_NK.ucsc
PRJNA255796	SAMN02929017	SRX658437	SRR1521943	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1521943/SRR1521943.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/003/SRR1521943	GSM1441332	H3K4me3_CLP.ucsc
PRJNA255796	SAMN02929017	SRX658437	SRR1521944	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1521944/SRR1521944.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/004/SRR1521944	GSM1441332	H3K4me3_CLP.ucsc
PRJNA255796	SAMN02929017	SRX658437	SRR1521945	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1521945/SRR1521945.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1521945	GSM1441332	H3K4me3_CLP.ucsc
